fiscal_year,year,month,month_numeric,day,date_stamp,volume_in_mn,value_in_cr,released_on,updated_on,data_source,data_url
2022-23,2022,September,9,20,2022-09-20,25.91,24144.31,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,21,2022-09-21,22.27,21772.99,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,22,2022-09-22,22.78,22325.32,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,23,2022-09-23,21.32,21106.82,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,24,2022-09-24,0.00,0.00,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,25,2022-09-25,0.00,0.00,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,26,2022-09-26,33.18,28800.67,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,27,2022-09-27,29.25,30512.24,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,28,2022-09-28,25.46,26983.71,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,29,2022-09-29,23.30,26579.85,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,September,9,30,2022-09-30,23.63,25837.22,2022-10-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,1,2022-10-01,21.29,24300.58,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,2,2022-10-02,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,3,2022-10-03,22.85,23070.70,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,4,2022-10-04,17.97,18591.30,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,5,2022-10-05,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,6,2022-10-06,32.02,30096.98,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,7,2022-10-07,27.85,26759.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,8,2022-10-08,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,9,2022-10-09,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,10,2022-10-10,39.82,34774.59,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,11,2022-10-11,33.35,30556.39,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,12,2022-10-12,28.23,26501.95,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,13,2022-10-13,25.44,25590.69,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,14,2022-10-14,24.40,24905.09,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,15,2022-10-15,24.85,23485.31,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,16,2022-10-16,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,17,2022-10-17,29.25,26293.98,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,18,2022-10-18,28.47,27711.54,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,19,2022-10-19,27.83,27585.45,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,20,2022-10-20,29.43,28077.32,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,21,2022-10-21,26.90,28988.20,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,22,2022-10-22,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,23,2022-10-23,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,24,2022-10-24,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,25,2022-10-25,27.61,27175.81,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,26,2022-10-26,12.21,11802.29,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,27,2022-10-27,21.02,20089.56,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,28,2022-10-28,22.01,22631.12,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,29,2022-10-29,18.95,20341.85,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,30,2022-10-30,0.00,0.00,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,October,10,31,2022-10-31,20.14,20307.39,2022-11-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,1,2022-11-01,22.64,24454.43,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,2,2022-11-02,23.00,23990.13,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,3,2022-11-03,21.64,22787.05,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,4,2022-11-04,22.00,21664.52,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,5,2022-11-05,22.56,21152.15,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,6,2022-11-06,0.00,0.00,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,7,2022-11-07,24.91,22791.24,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,8,2022-11-08,8.61,8499.71,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,9,2022-11-09,30.46,28045.81,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,10,2022-11-10,29.05,27499.47,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,11,2022-11-11,23.62,23058.28,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,12,2022-11-12,0.00,0.00,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,13,2022-11-13,0.00,0.00,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,14,2022-11-14,37.61,33523.85,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,15,2022-11-15,31.16,29428.18,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,16,2022-11-16,26.05,25170.65,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,17,2022-11-17,23.97,23784.02,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,18,2022-11-18,22.81,23647.91,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,19,2022-11-19,20.60,22008.89,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,20,2022-11-20,0.00,0.00,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,21,2022-11-21,25.95,23693.97,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,22,2022-11-22,24.91,25372.73,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,23,2022-11-23,22.73,23613.32,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,24,2022-11-24,21.43,22922.36,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,25,2022-11-25,23.00,23735.37,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,26,2022-11-26,0.00,0.00,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,27,2022-11-27,0.00,0.00,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,28,2022-11-28,34.24,32620.43,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,29,2022-11-29,25.69,26141.94,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,November,11,30,2022-11-30,23.91,25782.96,2022-12-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,1,2022-12-01,20.78,23861.28,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,2,2022-12-02,21.56,24056.10,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,3,2022-12-03,21.76,21995.60,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,4,2022-12-04,0.00,0.00,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,5,2022-12-05,23.76,22407.88,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,6,2022-12-06,26.04,25509.50,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,7,2022-12-07,23.98,25164.55,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,8,2022-12-08,22.90,23734.26,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,9,2022-12-09,22.85,22906.74,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,10,2022-12-10,0.00,0.00,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,11,2022-12-11,0.00,0.00,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,12,2022-12-12,35.98,31727.22,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,13,2022-12-13,31.59,30935.54,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,14,2022-12-14,25.19,24946.73,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,15,2022-12-15,25.31,25665.76,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,16,2022-12-16,23.26,25370.66,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,17,2022-12-17,20.17,20253.99,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,18,2022-12-18,0.00,0.00,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,19,2022-12-19,25.44,23659.22,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,20,2022-12-20,25.73,25574.73,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,21,2022-12-21,22.95,24196.79,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,22,2022-12-22,22.43,23716.06,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,23,2022-12-23,22.27,23848.11,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,24,2022-12-24,0.00,0.00,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,25,2022-12-25,0.00,0.00,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,26,2022-12-26,34.56,32385.94,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,27,2022-12-27,26.57,26707.84,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,28,2022-12-28,22.19,23845.92,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,29,2022-12-29,20.56,23208.69,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,30,2022-12-30,22.17,24476.28,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2022,December,12,31,2022-12-31,18.14,19748.08,2023-01-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,1,2023-01-01,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,2,2023-01-02,22.08,23693.52,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,3,2023-01-03,22.60,24688.38,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,4,2023-01-04,23.25,23143.05,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,5,2023-01-05,23.90,25520.24,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,6,2023-01-06,22.53,22396.92,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,7,2023-01-07,20.84,21729.57,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,8,2023-01-08,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,9,2023-01-09,25.64,22702.86,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,10,2023-01-10,27.90,25710.73,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,11,2023-01-11,24.26,23648.40,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,12,2023-01-12,23.89,23217.11,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,13,2023-01-13,23.96,23127.99,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,14,2023-01-14,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,15,2023-01-15,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,16,2023-01-16,31.49,27390.84,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,17,2023-01-17,25.52,24134.57,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,18,2023-01-18,25.63,24910.28,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,19,2023-01-19,22.77,23180.13,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,20,2023-01-20,23.52,24105.60,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,21,2023-01-21,20.49,21111.92,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,22,2023-01-22,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,23,2023-01-23,23.20,22621.89,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,24,2023-01-24,24.29,26118.02,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,25,2023-01-25,24.22,25838.17,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,26,2023-01-26,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,27,2023-01-27,26.93,26446.58,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,28,2023-01-28,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,29,2023-01-29,0.00,0.00,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,30,2023-01-30,37.13,36321.99,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,January,1,31,2023-01-31,27.14,28880.61,2023-02-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,1,2023-02-01,23.25,26630.65,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,2,2023-02-02,22.70,25686.67,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,3,2023-02-03,21.52,24242.48,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,4,2023-02-04,22.82,23319.09,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,5,2023-02-05,0.00,0.00,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,6,2023-02-06,26.74,24623.04,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,7,2023-02-07,25.76,25917.04,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,8,2023-02-08,23.97,24066.52,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,9,2023-02-09,23.34,23649.93,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,10,2023-02-10,25.81,25698.81,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,11,2023-02-11,0.00,0.00,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,12,2023-02-12,0.00,0.00,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,13,2023-02-13,37.18,33112.24,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,14,2023-02-14,28.88,27271.05,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,15,2023-02-15,26.80,26452.39,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,16,2023-02-16,23.91,25416.61,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,17,2023-02-17,22.22,23511.73,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,18,2023-02-18,5.72,5815.19,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,19,2023-02-19,0.00,0.00,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,20,2023-02-20,33.18,31291.76,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,21,2023-02-21,26.38,27248.71,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,22,2023-02-22,23.65,24509.21,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,23,2023-02-23,21.71,24530.38,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,24,2023-02-24,22.09,25046.18,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,25,2023-02-25,0.00,0.00,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,26,2023-02-26,0.00,0.00,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,27,2023-02-27,36.12,36104.14,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,February,2,28,2023-02-28,30.15,31546.65,2023-03-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,1,2023-03-01,25.07,27996.39,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,2,2023-03-02,24.34,26780.49,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,3,2023-03-03,23.67,26849.49,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,4,2023-03-04,23.93,24865.89,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,5,2023-03-05,0.00,0.00,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,6,2023-03-06,27.61,25527.55,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,7,2023-03-07,13.35,14702.31,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
2022-23,2023,March,3,8,2023-03-08,15.45,14488.50,2023-04-01,2026-03-27,National Payments Corporation of India (NPCI),https://www.npci.org.in/product/cts/product-statistics
